id,listing_url,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_value
20998255,https://www.airbnb.com/rooms/20998255,1.0,1.0,$60.00,0,,,
21012798,https://www.airbnb.com/rooms/21012798,2.0,2.0,$300.00,28,5.0,4.86,4.86
21014956,https://www.airbnb.com/rooms/21014956,1.0,1.0,$29.00,8,5.0,4.86,4.86
21021951,https://www.airbnb.com/rooms/21021951,1.0,2.0,$99.00,6,4.8,5.0,5.0
21026388,https://www.airbnb.com/rooms/21026388,1.0,1.0,$172.00,602,4.9,4.95,4.81
21028807,https://www.airbnb.com/rooms/21028807,1.0,1.0,$25.00,7,4.5,4.86,4.57
21029920,https://www.airbnb.com/rooms/21029920,2.0,2.0,$236.00,56,4.6,4.74,4.57
21037954,https://www.airbnb.com/rooms/21037954,2.0,2.0,$100.00,4,5.0,5.0,5.0
21038059,https://www.airbnb.com/rooms/21038059,1.0,1.0,$120.00,0,,,
21043283,https://www.airbnb.com/rooms/21043283,1.0,2.0,$120.00,5,4.8,5.0,5.0
21044487,https://www.airbnb.com/rooms/21044487,3.0,3.0,$195.00,1,5.0,5.0,5.0
21052264,https://www.airbnb.com/rooms/21052264,1.0,1.0,$125.00,2,5.0,5.0,5.0
21053193,https://www.airbnb.com/rooms/21053193,3.0,3.0,$338.00,114,4.94,4.85,4.86
21066752,https://www.airbnb.com/rooms/21066752,1.0,3.0,$173.00,267,4.98,4.97,4.91
21067319,https://www.airbnb.com/rooms/21067319,2.0,3.0,$132.00,247,4.94,4.94,4.88
21069049,https://www.airbnb.com/rooms/21069049,3.0,3.0,$187.00,45,4.82,4.96,4.8
21069221,https://www.airbnb.com/rooms/21069221,1.0,1.0,$164.00,40,4.63,4.78,4.6
21075232,https://www.airbnb.com/rooms/21075232,2.0,2.0,$225.00,27,5.0,5.0,5.0
21082670,https://www.airbnb.com/rooms/21082670,1.0,1.0,$55.00,58,4.97,5.0,4.98
21092592,https://www.airbnb.com/rooms/21092592,3.0,5.0,$318.00,141,4.89,4.94,4.89
21093131,https://www.airbnb.com/rooms/21093131,2.0,3.0,$246.00,26,5.0,5.0,4.77
21093488,https://www.airbnb.com/rooms/21093488,2.0,2.0,$303.00,60,4.95,5.0,4.69
21094603,https://www.airbnb.com/rooms/21094603,1.0,2.0,$112.00,3,4.67,3.67,4.0
21094663,https://www.airbnb.com/rooms/21094663,6.0,6.0,$843.00,47,4.86,4.91,4.81
21094712,https://www.airbnb.com/rooms/21094712,1.0,1.0,$148.00,69,4.97,4.94,4.91
21095653,https://www.airbnb.com/rooms/21095653,2.0,2.0,$250.00,0,,,
21095942,https://www.airbnb.com/rooms/21095942,1.0,2.0,$83.00,379,4.87,4.87,4.83
21098269,https://www.airbnb.com/rooms/21098269,,1.0,$113.00,39,4.95,5.0,4.9
21098272,https://www.airbnb.com/rooms/21098272,2.0,3.0,$290.00,2,4.0,5.0,5.0
21099317,https://www.airbnb.com/rooms/21099317,1.0,1.0,$47.00,84,4.96,4.98,4.87
21107728,https://www.airbnb.com/rooms/21107728,2.0,2.0,$110.00,18,4.94,5.0,4.83
21108151,https://www.airbnb.com/rooms/21108151,1.0,1.0,$70.00,3,5.0,5.0,5.0
21111278,https://www.airbnb.com/rooms/21111278,1.0,2.0,$100.00,15,4.87,4.93,4.67
21111497,https://www.airbnb.com/rooms/21111497,2.0,2.0,$83.00,452,4.9,4.93,4.9
21123796,https://www.airbnb.com/rooms/21123796,2.0,2.0,$71.00,8,4.88,4.88,4.88
21124383,https://www.airbnb.com/rooms/21124383,1.0,1.0,$200.00,0,,,
21127046,https://www.airbnb.com/rooms/21127046,1.0,2.0,$85.00,6,4.4,4.8,4.2
21128256,https://www.airbnb.com/rooms/21128256,2.0,2.0,$220.00,1,5.0,5.0,5.0
21128602,https://www.airbnb.com/rooms/21128602,2.0,2.0,$248.00,24,4.96,5.0,4.88
21133759,https://www.airbnb.com/rooms/21133759,3.0,3.0,$115.00,8,4.75,4.88,4.63
21134786,https://www.airbnb.com/rooms/21134786,2.0,4.0,$185.00,109,4.38,4.5,4.52
21135620,https://www.airbnb.com/rooms/21135620,1.0,1.0,$89.00,7,4.83,5.0,5.0
21137796,https://www.airbnb.com/rooms/21137796,3.0,4.0,$219.00,3,4.67,5.0,5.0
21140578,https://www.airbnb.com/rooms/21140578,2.0,4.0,$411.00,108,4.37,4.59,4.41
21140586,https://www.airbnb.com/rooms/21140586,2.0,2.0,$200.00,1,5.0,5.0,5.0
21141770,https://www.airbnb.com/rooms/21141770,2.0,2.0,$215.00,3,4.67,4.67,4.67
21142674,https://www.airbnb.com/rooms/21142674,1.0,1.0,$210.00,94,4.94,4.95,4.88
21147446,https://www.airbnb.com/rooms/21147446,1.0,1.0,$90.00,0,,,
21148947,https://www.airbnb.com/rooms/21148947,4.0,12.0,$595.00,100,4.83,4.92,4.81
21150134,https://www.airbnb.com/rooms/21150134,,1.0,$176.00,86,4.68,4.79,4.51
21152440,https://www.airbnb.com/rooms/21152440,1.0,1.0,$184.00,410,4.86,4.93,4.82
21152981,https://www.airbnb.com/rooms/21152981,1.0,1.0,$70.00,4,4.75,5.0,5.0
21153296,https://www.airbnb.com/rooms/21153296,4.0,5.0,$176.00,10,4.9,4.8,4.8
21154279,https://www.airbnb.com/rooms/21154279,3.0,4.0,$189.00,298,4.82,4.92,4.79
21162776,https://www.airbnb.com/rooms/21162776,3.0,5.0,$310.00,1,5.0,5.0,5.0
21162912,https://www.airbnb.com/rooms/21162912,1.0,1.0,$85.00,42,4.79,4.86,4.74
21163250,https://www.airbnb.com/rooms/21163250,1.0,1.0,$50.00,0,,,
21163397,https://www.airbnb.com/rooms/21163397,,2.0,$134.00,241,4.97,4.98,4.9
21170742,https://www.airbnb.com/rooms/21170742,2.0,2.0,$185.00,2,5.0,5.0,5.0
21173058,https://www.airbnb.com/rooms/21173058,4.0,3.0,$579.00,0,,,
21173708,https://www.airbnb.com/rooms/21173708,1.0,1.0,$64.00,2,5.0,5.0,5.0
21175064,https://www.airbnb.com/rooms/21175064,1.0,1.0,$45.00,9,5.0,5.0,5.0
21175983,https://www.airbnb.com/rooms/21175983,1.0,1.0,$157.00,2,4.5,4.0,4.0
21176047,https://www.airbnb.com/rooms/21176047,1.0,1.0,$121.00,16,4.8,4.8,4.73
21181539,https://www.airbnb.com/rooms/21181539,1.0,2.0,$150.00,0,,,
21182850,https://www.airbnb.com/rooms/21182850,1.0,1.0,$60.00,22,4.81,4.95,4.95
21183708,https://www.airbnb.com/rooms/21183708,1.0,3.0,$235.00,56,4.95,4.96,4.93
21184376,https://www.airbnb.com/rooms/21184376,1.0,1.0,$100.00,6,5.0,4.83,4.83
21186091,https://www.airbnb.com/rooms/21186091,3.0,3.0,$180.00,0,,,
21190416,https://www.airbnb.com/rooms/21190416,2.0,3.0,$225.00,1,5.0,5.0,5.0
21191923,https://www.airbnb.com/rooms/21191923,1.0,1.0,$245.00,0,,,
21201436,https://www.airbnb.com/rooms/21201436,1.0,1.0,$41.00,3,4.0,5.0,4.0
21203463,https://www.airbnb.com/rooms/21203463,,2.0,$75.00,15,5.0,5.0,4.93
21204576,https://www.airbnb.com/rooms/21204576,2.0,3.0,$800.00,0,,,
21205379,https://www.airbnb.com/rooms/21205379,1.0,1.0,$90.00,0,,,
21205389,https://www.airbnb.com/rooms/21205389,1.0,1.0,$125.00,1,5.0,5.0,5.0
21205629,https://www.airbnb.com/rooms/21205629,1.0,1.0,$190.00,1,4.0,5.0,4.0
21206542,https://www.airbnb.com/rooms/21206542,1.0,1.0,$48.00,85,4.89,4.92,4.84
21206944,https://www.airbnb.com/rooms/21206944,1.0,1.0,$150.00,1,0.0,,
21207587,https://www.airbnb.com/rooms/21207587,2.0,2.0,$83.00,5,4.6,4.8,4.8
21208672,https://www.airbnb.com/rooms/21208672,1.0,1.0,$100.00,0,,,
21213911,https://www.airbnb.com/rooms/21213911,1.0,3.0,$99.00,31,4.81,4.87,4.58
21214473,https://www.airbnb.com/rooms/21214473,2.0,4.0,$79.00,2,5.0,5.0,5.0
21215249,https://www.airbnb.com/rooms/21215249,1.0,1.0,$100.00,1,5.0,5.0,5.0
21215556,https://www.airbnb.com/rooms/21215556,1.0,2.0,$180.00,1,4.0,5.0,5.0
21216827,https://www.airbnb.com/rooms/21216827,3.0,3.0,$473.00,46,4.93,4.93,4.87
21218569,https://www.airbnb.com/rooms/21218569,1.0,2.0,$84.00,2,5.0,4.5,5.0
21219412,https://www.airbnb.com/rooms/21219412,,2.0,$95.00,196,4.67,4.81,4.75
21224597,https://www.airbnb.com/rooms/21224597,1.0,1.0,$200.00,6,4.83,4.83,4.67
21226223,https://www.airbnb.com/rooms/21226223,1.0,,$59.00,69,4.84,4.9,4.88
21228038,https://www.airbnb.com/rooms/21228038,2.0,2.0,$375.00,0,,,
21228180,https://www.airbnb.com/rooms/21228180,1.0,1.0,$110.00,1,0.0,,
21231281,https://www.airbnb.com/rooms/21231281,,2.0,$179.00,363,4.94,4.96,4.93
21238497,https://www.airbnb.com/rooms/21238497,3.0,1.0,$80.00,1,0.0,,
21240297,https://www.airbnb.com/rooms/21240297,5.0,6.0,$80.00,0,,,
21241414,https://www.airbnb.com/rooms/21241414,1.0,1.0,$200.00,0,,,
21243421,https://www.airbnb.com/rooms/21243421,1.0,1.0,$70.00,1,2.0,4.0,4.0
21244188,https://www.airbnb.com/rooms/21244188,1.0,1.0,$50.00,2,5.0,5.0,5.0
21245882,https://www.airbnb.com/rooms/21245882,1.0,1.0,$35.00,62,4.87,4.94,4.89
21249347,https://www.airbnb.com/rooms/21249347,4.0,4.0,$372.00,154,4.81,4.85,4.72
21249974,https://www.airbnb.com/rooms/21249974,4.0,4.0,$285.00,22,5.0,5.0,4.82
21251281,https://www.airbnb.com/rooms/21251281,1.0,1.0,$47.00,5,5.0,5.0,5.0
21254299,https://www.airbnb.com/rooms/21254299,1.0,2.0,$42.00,0,,,
21264411,https://www.airbnb.com/rooms/21264411,2.0,2.0,$108.00,94,4.85,4.9,4.7
21267121,https://www.airbnb.com/rooms/21267121,2.0,3.0,$324.00,10,5.0,5.0,4.8
21274494,https://www.airbnb.com/rooms/21274494,3.0,4.0,$170.00,235,4.92,4.91,4.93
21278067,https://www.airbnb.com/rooms/21278067,,2.0,$59.00,69,4.96,4.97,4.94
21278706,https://www.airbnb.com/rooms/21278706,1.0,1.0,$115.00,28,4.82,4.86,4.71
21279500,https://www.airbnb.com/rooms/21279500,,1.0,$100.00,0,,,
21280278,https://www.airbnb.com/rooms/21280278,1.0,2.0,$229.00,125,4.91,4.98,4.82
21280900,https://www.airbnb.com/rooms/21280900,1.0,1.0,$80.00,2,4.5,4.5,4.0
21289699,https://www.airbnb.com/rooms/21289699,1.0,1.0,$160.00,0,,,
21290088,https://www.airbnb.com/rooms/21290088,2.0,2.0,$143.00,260,4.92,4.91,4.89
21290100,https://www.airbnb.com/rooms/21290100,1.0,1.0,$62.00,169,4.86,4.94,4.85
21292194,https://www.airbnb.com/rooms/21292194,,1.0,$40.00,1,3.0,3.0,4.0
21292446,https://www.airbnb.com/rooms/21292446,2.0,2.0,$232.00,42,4.9,4.88,4.74
21295435,https://www.airbnb.com/rooms/21295435,1.0,1.0,$130.00,32,4.91,4.91,4.78
21306508,https://www.airbnb.com/rooms/21306508,1.0,1.0,$100.00,28,4.63,4.7,4.48
21307845,https://www.airbnb.com/rooms/21307845,1.0,1.0,$19.00,11,4.45,4.55,4.64
21310313,https://www.airbnb.com/rooms/21310313,5.0,4.0,$764.00,0,,,
21315415,https://www.airbnb.com/rooms/21315415,3.0,3.0,$286.00,80,4.68,4.73,4.74
21344556,https://www.airbnb.com/rooms/21344556,1.0,1.0,$45.00,11,4.82,5.0,5.0
21352178,https://www.airbnb.com/rooms/21352178,1.0,1.0,$49.00,2,5.0,5.0,4.5
21360822,https://www.airbnb.com/rooms/21360822,1.0,1.0,$84.00,268,4.83,4.91,4.8
21366577,https://www.airbnb.com/rooms/21366577,4.0,5.0,$634.00,45,4.87,4.87,4.84
21371195,https://www.airbnb.com/rooms/21371195,1.0,1.0,$70.00,18,4.83,5.0,4.94
21371197,https://www.airbnb.com/rooms/21371197,1.0,1.0,$30.00,15,4.87,4.67,4.8
21372903,https://www.airbnb.com/rooms/21372903,1.0,1.0,$45.00,270,4.94,4.94,4.95
21380098,https://www.airbnb.com/rooms/21380098,2.0,2.0,$100.00,108,4.49,4.56,4.63
21383010,https://www.airbnb.com/rooms/21383010,7.0,18.0,$2588.00,25,4.76,4.84,4.44
21383011,https://www.airbnb.com/rooms/21383011,5.0,15.0,$2190.00,60,4.85,4.83,4.63
21396917,https://www.airbnb.com/rooms/21396917,2.0,2.0,$265.00,1,5.0,5.0,5.0
21398002,https://www.airbnb.com/rooms/21398002,1.0,1.0,$27.00,4,4.25,3.0,4.75
21428621,https://www.airbnb.com/rooms/21428621,1.0,2.0,$49.00,17,4.94,5.0,4.94
21428764,https://www.airbnb.com/rooms/21428764,1.0,1.0,$179.00,67,4.96,4.96,4.85
21435388,https://www.airbnb.com/rooms/21435388,3.0,3.0,$249.00,58,4.64,4.62,4.55
21437139,https://www.airbnb.com/rooms/21437139,1.0,2.0,$137.00,61,4.69,4.77,4.72
21438820,https://www.airbnb.com/rooms/21438820,2.0,2.0,$100.00,31,4.71,4.71,4.87
21443689,https://www.airbnb.com/rooms/21443689,,1.0,$110.00,64,5.0,5.0,4.94
21446808,https://www.airbnb.com/rooms/21446808,1.0,1.0,$179.00,2,5.0,5.0,4.5
21461820,https://www.airbnb.com/rooms/21461820,,1.0,$48.00,0,,,
21470147,https://www.airbnb.com/rooms/21470147,1.0,1.0,$45.00,11,4.55,4.09,4.09
21471940,https://www.airbnb.com/rooms/21471940,3.0,3.0,$275.00,1,5.0,5.0,5.0
21472604,https://www.airbnb.com/rooms/21472604,1.0,2.0,$105.00,96,4.96,4.93,4.94
21475009,https://www.airbnb.com/rooms/21475009,1.0,1.0,$50.00,0,,,
21482635,https://www.airbnb.com/rooms/21482635,6.0,6.0,$1450.00,0,,,
21529999,https://www.airbnb.com/rooms/21529999,1.0,1.0,$45.00,9,4.56,4.67,4.33
21549405,https://www.airbnb.com/rooms/21549405,2.0,2.0,$60.00,12,4.82,4.82,4.82
21561353,https://www.airbnb.com/rooms/21561353,2.0,4.0,$355.00,5,5.0,5.0,5.0
21576075,https://www.airbnb.com/rooms/21576075,4.0,5.0,$514.00,22,4.77,4.95,4.77
21592169,https://www.airbnb.com/rooms/21592169,1.0,1.0,$125.00,5,5.0,5.0,5.0
21597381,https://www.airbnb.com/rooms/21597381,3.0,3.0,$178.00,9,3.5,3.88,3.5
21607623,https://www.airbnb.com/rooms/21607623,5.0,7.0,$674.00,52,4.67,4.75,4.6
21619991,https://www.airbnb.com/rooms/21619991,1.0,1.0,$206.00,57,4.82,4.89,4.7
21622623,https://www.airbnb.com/rooms/21622623,1.0,1.0,$120.00,91,4.89,4.91,4.76
21622665,https://www.airbnb.com/rooms/21622665,2.0,2.0,$150.00,3,5.0,5.0,5.0
21642410,https://www.airbnb.com/rooms/21642410,1.0,1.0,$35.00,1,0.0,,
21660484,https://www.airbnb.com/rooms/21660484,2.0,2.0,$319.00,71,4.87,4.85,4.85
21665490,https://www.airbnb.com/rooms/21665490,1.0,2.0,$98.00,25,5.0,5.0,5.0
21678278,https://www.airbnb.com/rooms/21678278,4.0,4.0,$275.00,0,,,
21684576,https://www.airbnb.com/rooms/21684576,2.0,3.0,$84.00,0,,,
21696485,https://www.airbnb.com/rooms/21696485,6.0,10.0,$1164.00,96,4.97,4.94,4.92
21699318,https://www.airbnb.com/rooms/21699318,1.0,1.0,$25.00,28,4.89,4.96,4.93
21708147,https://www.airbnb.com/rooms/21708147,1.0,1.0,$128.00,69,4.97,4.97,4.91
21716007,https://www.airbnb.com/rooms/21716007,2.0,2.0,$85.00,26,4.77,4.92,4.84
21729941,https://www.airbnb.com/rooms/21729941,2.0,2.0,$78.00,13,4.54,4.85,4.62
21752199,https://www.airbnb.com/rooms/21752199,1.0,1.0,$146.00,84,4.8,4.85,4.74
21756002,https://www.airbnb.com/rooms/21756002,2.0,3.0,$458.00,144,4.53,4.69,4.46
21763856,https://www.airbnb.com/rooms/21763856,4.0,5.0,$499.00,16,4.88,4.88,4.94
21781333,https://www.airbnb.com/rooms/21781333,2.0,2.0,$100.00,0,,,
21782048,https://www.airbnb.com/rooms/21782048,2.0,2.0,$275.00,2,5.0,5.0,4.5
21786420,https://www.airbnb.com/rooms/21786420,1.0,1.0,$65.00,0,,,
21798486,https://www.airbnb.com/rooms/21798486,2.0,2.0,$169.00,24,5.0,5.0,5.0
21810786,https://www.airbnb.com/rooms/21810786,1.0,1.0,$45.00,0,,,
21817632,https://www.airbnb.com/rooms/21817632,,2.0,$128.00,7,5.0,5.0,4.71
21821092,https://www.airbnb.com/rooms/21821092,1.0,1.0,$28.00,4,5.0,5.0,5.0
21832670,https://www.airbnb.com/rooms/21832670,1.0,1.0,$38.00,8,5.0,4.88,4.88
21836513,https://www.airbnb.com/rooms/21836513,3.0,3.0,$145.00,59,4.83,4.93,4.9
21838336,https://www.airbnb.com/rooms/21838336,1.0,1.0,$30.00,5,4.6,4.6,5.0
21838378,https://www.airbnb.com/rooms/21838378,1.0,1.0,$75.00,0,,,
21845198,https://www.airbnb.com/rooms/21845198,1.0,1.0,$50.00,0,,,
21851805,https://www.airbnb.com/rooms/21851805,1.0,2.0,$81.00,71,4.99,5.0,4.97
21868994,https://www.airbnb.com/rooms/21868994,1.0,1.0,$45.00,2,5.0,5.0,5.0
21869480,https://www.airbnb.com/rooms/21869480,2.0,3.0,$78.00,15,4.6,4.8,4.53
21871311,https://www.airbnb.com/rooms/21871311,,2.0,$111.00,248,4.72,4.86,4.7
21881708,https://www.airbnb.com/rooms/21881708,1.0,1.0,$17.00,8,4.88,5.0,4.75
21881807,https://www.airbnb.com/rooms/21881807,1.0,1.0,$19.00,11,4.91,5.0,4.91
21881859,https://www.airbnb.com/rooms/21881859,1.0,1.0,$19.00,6,4.83,5.0,4.83
21881893,https://www.airbnb.com/rooms/21881893,1.0,1.0,$19.00,8,4.5,4.5,4.5
21899319,https://www.airbnb.com/rooms/21899319,2.0,2.0,$150.00,8,5.0,5.0,5.0
21905307,https://www.airbnb.com/rooms/21905307,3.0,2.0,$99.00,1,5.0,5.0,5.0
21925063,https://www.airbnb.com/rooms/21925063,1.0,1.0,$60.00,35,5.0,5.0,5.0
21931186,https://www.airbnb.com/rooms/21931186,1.0,1.0,$219.00,7,4.86,4.86,4.86
21931663,https://www.airbnb.com/rooms/21931663,1.0,2.0,$130.00,74,4.95,4.97,4.92
21934497,https://www.airbnb.com/rooms/21934497,3.0,3.0,$676.00,68,4.93,5.0,4.9
21938635,https://www.airbnb.com/rooms/21938635,1.0,1.0,$42.00,28,4.89,4.85,4.81
21946737,https://www.airbnb.com/rooms/21946737,1.0,1.0,$10.00,0,,,
21950186,https://www.airbnb.com/rooms/21950186,4.0,7.0,$457.00,77,4.9,4.84,4.84
21963671,https://www.airbnb.com/rooms/21963671,1.0,2.0,$198.00,271,4.99,4.98,4.94
21976448,https://www.airbnb.com/rooms/21976448,2.0,2.0,$525.00,8,5.0,5.0,5.0
21983036,https://www.airbnb.com/rooms/21983036,1.0,1.0,$125.00,27,4.96,4.96,4.92
21983210,https://www.airbnb.com/rooms/21983210,3.0,5.0,$514.00,437,4.88,4.93,4.86
21994620,https://www.airbnb.com/rooms/21994620,1.0,1.0,$50.00,0,,,
22010350,https://www.airbnb.com/rooms/22010350,1.0,1.0,$35.00,3,4.67,5.0,4.67
22045856,https://www.airbnb.com/rooms/22045856,1.0,1.0,$82.00,67,4.61,4.82,4.64
22063431,https://www.airbnb.com/rooms/22063431,3.0,3.0,$199.00,152,4.76,4.93,4.74
22077588,https://www.airbnb.com/rooms/22077588,1.0,1.0,$29.00,0,,,
22084054,https://www.airbnb.com/rooms/22084054,,2.0,$97.00,230,4.68,4.77,4.7
22084100,https://www.airbnb.com/rooms/22084100,1.0,1.0,$125.00,79,4.68,4.78,4.71
22089645,https://www.airbnb.com/rooms/22089645,1.0,1.0,$60.00,10,5.0,5.0,5.0
22119637,https://www.airbnb.com/rooms/22119637,1.0,1.0,$144.00,127,4.77,4.87,4.72
22123171,https://www.airbnb.com/rooms/22123171,,2.0,$95.00,212,4.74,4.82,4.74
22124112,https://www.airbnb.com/rooms/22124112,5.0,9.0,$777.00,84,4.83,4.88,4.8
22125374,https://www.airbnb.com/rooms/22125374,2.0,2.0,$280.00,6,5.0,5.0,4.83
22159043,https://www.airbnb.com/rooms/22159043,2.0,4.0,$205.00,30,4.47,4.77,4.33
22163664,https://www.airbnb.com/rooms/22163664,,2.0,$93.00,193,4.65,4.75,4.67
22163729,https://www.airbnb.com/rooms/22163729,,2.0,$93.00,215,4.66,4.74,4.69
22167599,https://www.airbnb.com/rooms/22167599,3.0,3.0,$271.00,12,5.0,5.0,5.0
22179139,https://www.airbnb.com/rooms/22179139,1.0,1.0,$35.00,17,4.44,4.5,4.44
22181357,https://www.airbnb.com/rooms/22181357,3.0,3.0,$370.00,246,4.97,4.98,4.9
22188023,https://www.airbnb.com/rooms/22188023,2.0,2.0,$185.00,103,4.89,4.94,4.85
22193912,https://www.airbnb.com/rooms/22193912,2.0,2.0,$138.00,168,4.96,4.96,4.94
22194552,https://www.airbnb.com/rooms/22194552,1.0,1.0,$38.00,20,4.8,4.8,4.8
22214188,https://www.airbnb.com/rooms/22214188,1.0,1.0,$300.00,17,5.0,5.0,4.76
22227442,https://www.airbnb.com/rooms/22227442,3.0,3.0,$543.00,38,4.97,4.97,4.89
22232428,https://www.airbnb.com/rooms/22232428,1.0,2.0,$112.00,471,4.7,4.77,4.69
22241805,https://www.airbnb.com/rooms/22241805,2.0,3.0,$156.00,98,4.92,4.97,4.91
22247580,https://www.airbnb.com/rooms/22247580,1.0,1.0,$111.00,89,4.76,4.81,4.72
22258118,https://www.airbnb.com/rooms/22258118,2.0,1.0,$200.00,1,4.0,3.0,4.0
22258195,https://www.airbnb.com/rooms/22258195,1.0,1.0,$90.00,5,5.0,4.6,5.0
22262987,https://www.airbnb.com/rooms/22262987,1.0,1.0,$180.00,1,0.0,,
22266927,https://www.airbnb.com/rooms/22266927,1.0,1.0,$150.00,192,4.82,4.9,4.77
22271157,https://www.airbnb.com/rooms/22271157,,2.0,$60.00,0,,,
22293429,https://www.airbnb.com/rooms/22293429,4.0,7.0,$650.00,32,4.91,4.94,4.81
22303823,https://www.airbnb.com/rooms/22303823,1.0,1.0,$125.00,0,,,
22304248,https://www.airbnb.com/rooms/22304248,2.0,2.0,$225.00,1,5.0,5.0,5.0
22308485,https://www.airbnb.com/rooms/22308485,1.0,2.0,$65.00,3,5.0,5.0,5.0
22309638,https://www.airbnb.com/rooms/22309638,2.0,2.0,$65.00,2,4.0,5.0,4.0
22309779,https://www.airbnb.com/rooms/22309779,1.0,1.0,$50.00,0,,,
22328612,https://www.airbnb.com/rooms/22328612,1.0,1.0,$70.00,25,5.0,4.96,4.92
22339501,https://www.airbnb.com/rooms/22339501,2.0,3.0,$999.00,3,4.67,5.0,5.0
22339730,https://www.airbnb.com/rooms/22339730,1.0,1.0,$115.00,81,4.99,5.0,4.96
22342728,https://www.airbnb.com/rooms/22342728,1.0,2.0,$65.00,0,,,
22344219,https://www.airbnb.com/rooms/22344219,1.0,1.0,$100.00,0,,,
22356583,https://www.airbnb.com/rooms/22356583,1.0,2.0,$85.00,1,1.0,1.0,3.0
22360335,https://www.airbnb.com/rooms/22360335,1.0,1.0,$38.00,0,,,
22361123,https://www.airbnb.com/rooms/22361123,2.0,2.0,$158.00,268,4.93,4.94,4.89
22361923,https://www.airbnb.com/rooms/22361923,1.0,1.0,$56.00,4,3.0,3.75,3.25
22370080,https://www.airbnb.com/rooms/22370080,1.0,1.0,$170.00,1,5.0,5.0,5.0
22395861,https://www.airbnb.com/rooms/22395861,1.0,1.0,$489.00,0,,,
22399138,https://www.airbnb.com/rooms/22399138,1.0,1.0,$109.00,69,4.86,4.9,4.78
22408939,https://www.airbnb.com/rooms/22408939,8.0,16.0,$1586.00,24,5.0,4.96,4.88
22417324,https://www.airbnb.com/rooms/22417324,1.0,1.0,$228.00,250,4.99,4.99,4.9
22437523,https://www.airbnb.com/rooms/22437523,1.0,1.0,$131.00,484,4.88,4.94,4.87
22439136,https://www.airbnb.com/rooms/22439136,3.0,3.0,$596.00,27,4.96,5.0,5.0
22446289,https://www.airbnb.com/rooms/22446289,1.0,1.0,$103.00,0,,,
22451703,https://www.airbnb.com/rooms/22451703,1.0,1.0,$34.00,29,4.83,4.9,4.83
22461983,https://www.airbnb.com/rooms/22461983,3.0,3.0,$70.00,93,4.78,4.91,4.83
22467136,https://www.airbnb.com/rooms/22467136,1.0,1.0,$184.00,43,4.91,4.91,4.77
22468288,https://www.airbnb.com/rooms/22468288,1.0,2.0,$145.00,121,4.97,4.98,4.94
22471766,https://www.airbnb.com/rooms/22471766,1.0,1.0,$148.00,325,4.84,4.94,4.77
22477918,https://www.airbnb.com/rooms/22477918,1.0,1.0,$124.00,319,4.81,4.85,4.75
22479594,https://www.airbnb.com/rooms/22479594,3.0,3.0,$349.00,17,5.0,4.94,4.94
22481500,https://www.airbnb.com/rooms/22481500,7.0,18.0,$2588.00,37,4.86,4.73,4.54
22482998,https://www.airbnb.com/rooms/22482998,6.0,7.0,$511.00,88,4.82,4.84,4.73
22484015,https://www.airbnb.com/rooms/22484015,1.0,1.0,$600.00,125,4.93,4.95,4.93
22486923,https://www.airbnb.com/rooms/22486923,1.0,1.0,$50.00,1,5.0,5.0,5.0
22496776,https://www.airbnb.com/rooms/22496776,1.0,1.0,$52.00,29,4.93,5.0,4.9
22506529,https://www.airbnb.com/rooms/22506529,2.0,2.0,$250.00,3,4.67,5.0,5.0
22517059,https://www.airbnb.com/rooms/22517059,7.0,10.0,$1200.00,12,4.91,4.82,4.82
22529933,https://www.airbnb.com/rooms/22529933,3.0,3.0,$197.00,148,4.95,4.94,4.84
22542674,https://www.airbnb.com/rooms/22542674,1.0,1.0,$50.00,152,4.95,4.99,4.94
22546693,https://www.airbnb.com/rooms/22546693,1.0,2.0,$368.00,200,4.94,4.97,4.87
22561297,https://www.airbnb.com/rooms/22561297,2.0,3.0,$83.00,419,4.93,4.95,4.92
22564957,https://www.airbnb.com/rooms/22564957,1.0,1.0,$168.00,73,4.65,4.89,4.75
22583101,https://www.airbnb.com/rooms/22583101,2.0,3.0,$800.00,3,5.0,5.0,5.0
22588422,https://www.airbnb.com/rooms/22588422,3.0,11.0,$1430.00,184,4.99,4.92,4.84
22588695,https://www.airbnb.com/rooms/22588695,1.0,1.0,$100.00,3,4.67,4.33,5.0
22599596,https://www.airbnb.com/rooms/22599596,1.0,1.0,$63.00,1,5.0,5.0,5.0
22613517,https://www.airbnb.com/rooms/22613517,1.0,1.0,$70.00,12,5.0,5.0,4.83
22630568,https://www.airbnb.com/rooms/22630568,1.0,1.0,$90.00,14,5.0,5.0,4.86
22631723,https://www.airbnb.com/rooms/22631723,1.0,1.0,$300.00,6,5.0,4.83,5.0
22635547,https://www.airbnb.com/rooms/22635547,1.0,2.0,$143.00,5,5.0,5.0,5.0
22649079,https://www.airbnb.com/rooms/22649079,2.0,2.0,$160.00,0,,,
22654712,https://www.airbnb.com/rooms/22654712,3.0,3.0,$140.00,44,4.84,4.95,4.84
22655469,https://www.airbnb.com/rooms/22655469,1.0,1.0,$100.00,0,,,
22668715,https://www.airbnb.com/rooms/22668715,1.0,2.0,$103.00,134,4.79,4.85,4.83
22673073,https://www.airbnb.com/rooms/22673073,1.0,1.0,$73.00,10,4.67,4.56,4.78
