id,listing_url,bedrooms,beds,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_value
18857336,https://www.airbnb.com/rooms/18857336,1.0,3.0,$197.00,289,4.79,4.82,4.68
18876463,https://www.airbnb.com/rooms/18876463,1.0,5.0,$65.00,10,4.3,4.44,4.56
18894761,https://www.airbnb.com/rooms/18894761,1.0,1.0,$29.00,1,0.0,,
18895377,https://www.airbnb.com/rooms/18895377,2.0,2.0,$479.00,47,4.98,5.0,4.91
18915233,https://www.airbnb.com/rooms/18915233,1.0,1.0,$100.00,15,4.93,5.0,5.0
18925017,https://www.airbnb.com/rooms/18925017,3.0,4.0,$227.00,17,4.65,4.59,4.53
18936099,https://www.airbnb.com/rooms/18936099,1.0,2.0,$131.00,409,4.7,4.85,4.72
18941307,https://www.airbnb.com/rooms/18941307,2.0,4.0,$378.00,155,4.84,4.88,4.68
18946299,https://www.airbnb.com/rooms/18946299,4.0,6.0,$995.00,8,5.0,5.0,4.71
18949447,https://www.airbnb.com/rooms/18949447,1.0,1.0,$120.00,17,5.0,5.0,5.0
18962911,https://www.airbnb.com/rooms/18962911,1.0,1.0,$65.00,14,4.92,4.85,4.85
18972407,https://www.airbnb.com/rooms/18972407,2.0,2.0,$32.00,1,0.0,,
18985824,https://www.airbnb.com/rooms/18985824,4.0,7.0,$508.00,25,4.76,4.68,4.4
18997849,https://www.airbnb.com/rooms/18997849,2.0,2.0,$223.00,215,4.9,4.84,4.78
19012398,https://www.airbnb.com/rooms/19012398,2.0,2.0,$45.00,82,4.93,4.96,4.92
19016686,https://www.airbnb.com/rooms/19016686,,2.0,$214.00,104,4.93,4.97,4.86
19017960,https://www.airbnb.com/rooms/19017960,4.0,14.0,$1324.00,283,4.99,4.97,4.93
19019801,https://www.airbnb.com/rooms/19019801,2.0,2.0,$150.00,9,4.89,5.0,4.89
19020085,https://www.airbnb.com/rooms/19020085,2.0,2.0,$200.00,5,5.0,5.0,5.0
19020738,https://www.airbnb.com/rooms/19020738,1.0,1.0,$53.00,17,4.75,4.75,4.56
19024293,https://www.airbnb.com/rooms/19024293,3.0,7.0,$279.00,13,4.92,4.92,4.78
19030405,https://www.airbnb.com/rooms/19030405,1.0,1.0,$56.00,22,4.82,4.95,4.82
19031423,https://www.airbnb.com/rooms/19031423,4.0,5.0,$1336.00,1,5.0,5.0,5.0
19032678,https://www.airbnb.com/rooms/19032678,1.0,1.0,$268.00,111,4.9,4.93,4.84
19038266,https://www.airbnb.com/rooms/19038266,1.0,1.0,$135.00,11,5.0,5.0,5.0
19046404,https://www.airbnb.com/rooms/19046404,1.0,1.0,$20.00,7,4.33,4.33,5.0
19049934,https://www.airbnb.com/rooms/19049934,3.0,3.0,$170.00,8,4.63,4.75,4.88
19053626,https://www.airbnb.com/rooms/19053626,2.0,2.0,$93.00,8,5.0,5.0,5.0
19069567,https://www.airbnb.com/rooms/19069567,1.0,1.0,$30.00,9,4.78,4.78,4.89
19083085,https://www.airbnb.com/rooms/19083085,4.0,7.0,$950.00,1,5.0,5.0,5.0
19084766,https://www.airbnb.com/rooms/19084766,,2.0,$176.00,94,4.94,4.94,4.84
19085585,https://www.airbnb.com/rooms/19085585,1.0,1.0,$27.00,8,4.38,4.25,4.63
19086489,https://www.airbnb.com/rooms/19086489,1.0,1.0,$159.00,186,4.99,4.99,4.92
19095842,https://www.airbnb.com/rooms/19095842,1.0,1.0,$27.00,6,4.67,4.67,4.5
19101673,https://www.airbnb.com/rooms/19101673,1.0,1.0,$105.00,79,4.9,4.96,4.82
19102250,https://www.airbnb.com/rooms/19102250,1.0,1.0,$38.00,4,5.0,5.0,5.0
19110726,https://www.airbnb.com/rooms/19110726,2.0,3.0,$349.00,108,5.0,5.0,4.78
19111839,https://www.airbnb.com/rooms/19111839,1.0,1.0,$85.00,0,,,
19131961,https://www.airbnb.com/rooms/19131961,,1.0,$50.00,24,4.79,4.96,4.83
19132280,https://www.airbnb.com/rooms/19132280,1.0,1.0,$45.00,29,4.52,4.86,4.59
19138105,https://www.airbnb.com/rooms/19138105,1.0,1.0,$27.00,11,5.0,4.91,4.73
19138854,https://www.airbnb.com/rooms/19138854,2.0,2.0,$130.00,10,4.9,5.0,4.8
19139902,https://www.airbnb.com/rooms/19139902,2.0,3.0,$425.00,8,4.88,4.38,4.75
19139936,https://www.airbnb.com/rooms/19139936,4.0,5.0,$169.00,58,4.55,4.63,4.6
19141267,https://www.airbnb.com/rooms/19141267,,1.0,$94.00,67,4.94,4.91,4.91
19143870,https://www.airbnb.com/rooms/19143870,1.0,2.0,$99.00,28,4.89,5.0,4.83
19174182,https://www.airbnb.com/rooms/19174182,3.0,3.0,$350.00,14,5.0,5.0,4.86
19179509,https://www.airbnb.com/rooms/19179509,1.0,1.0,$71.00,95,4.95,4.99,4.96
19181658,https://www.airbnb.com/rooms/19181658,1.0,2.0,$185.00,243,4.93,4.96,4.88
19205496,https://www.airbnb.com/rooms/19205496,1.0,2.0,$130.00,364,4.66,4.78,4.63
19219981,https://www.airbnb.com/rooms/19219981,1.0,1.0,$130.00,36,4.94,4.91,4.75
19227768,https://www.airbnb.com/rooms/19227768,1.0,1.0,$65.00,29,4.79,4.83,4.69
19228005,https://www.airbnb.com/rooms/19228005,1.0,2.0,$108.00,45,5.0,5.0,4.88
19228353,https://www.airbnb.com/rooms/19228353,1.0,1.0,$49.00,70,4.97,4.97,4.97
19243254,https://www.airbnb.com/rooms/19243254,,1.0,$98.00,277,4.94,4.96,4.85
19267955,https://www.airbnb.com/rooms/19267955,1.0,1.0,$40.00,4,4.75,4.75,4.75
19271012,https://www.airbnb.com/rooms/19271012,1.0,1.0,$197.00,236,4.91,4.99,4.9
19271524,https://www.airbnb.com/rooms/19271524,1.0,1.0,$24.00,0,,,
19295842,https://www.airbnb.com/rooms/19295842,2.0,3.0,$164.00,409,4.62,4.72,4.57
19297733,https://www.airbnb.com/rooms/19297733,2.0,2.0,$371.00,232,4.97,4.98,4.85
19310237,https://www.airbnb.com/rooms/19310237,1.0,1.0,$184.00,60,4.7,4.86,4.79
19328783,https://www.airbnb.com/rooms/19328783,3.0,3.0,$386.00,51,4.86,4.92,4.92
19329015,https://www.airbnb.com/rooms/19329015,4.0,6.0,$1598.00,6,4.8,4.8,4.4
19347599,https://www.airbnb.com/rooms/19347599,4.0,4.0,$99.00,46,4.39,4.48,4.57
19355450,https://www.airbnb.com/rooms/19355450,3.0,4.0,$126.00,226,4.85,4.92,4.85
19384587,https://www.airbnb.com/rooms/19384587,3.0,3.0,$233.00,65,4.59,4.77,4.55
19386525,https://www.airbnb.com/rooms/19386525,2.0,4.0,$175.00,45,4.91,4.95,4.84
19390484,https://www.airbnb.com/rooms/19390484,2.0,4.0,$175.00,53,4.61,4.88,4.76
19402699,https://www.airbnb.com/rooms/19402699,1.0,1.0,$225.00,76,4.96,5.0,4.83
19408822,https://www.airbnb.com/rooms/19408822,1.0,1.0,$97.00,25,4.83,4.92,4.75
19466953,https://www.airbnb.com/rooms/19466953,1.0,1.0,$262.00,3,5.0,5.0,5.0
19468454,https://www.airbnb.com/rooms/19468454,1.0,1.0,$41.00,7,4.43,4.57,4.57
19472938,https://www.airbnb.com/rooms/19472938,,2.0,$133.00,267,4.91,4.96,4.87
19473894,https://www.airbnb.com/rooms/19473894,1.0,1.0,$150.00,174,4.71,4.73,4.69
19488978,https://www.airbnb.com/rooms/19488978,1.0,1.0,$69.00,240,4.79,4.91,4.84
19490974,https://www.airbnb.com/rooms/19490974,1.0,1.0,$45.00,9,4.5,4.63,4.71
19496305,https://www.airbnb.com/rooms/19496305,4.0,4.0,$600.00,76,4.96,5.0,4.93
19496423,https://www.airbnb.com/rooms/19496423,,2.0,$82.00,406,4.91,4.91,4.85
19497035,https://www.airbnb.com/rooms/19497035,,1.0,$83.00,478,4.92,4.91,4.87
19498556,https://www.airbnb.com/rooms/19498556,1.0,1.0,$48.00,1,5.0,5.0,5.0
19505687,https://www.airbnb.com/rooms/19505687,2.0,3.0,$125.00,45,4.8,4.91,4.71
19531460,https://www.airbnb.com/rooms/19531460,1.0,1.0,$250.00,2,5.0,5.0,5.0
19540952,https://www.airbnb.com/rooms/19540952,1.0,1.0,$67.00,44,5.0,4.98,4.93
19546107,https://www.airbnb.com/rooms/19546107,2.0,3.0,$133.00,136,4.85,4.86,4.78
19547270,https://www.airbnb.com/rooms/19547270,1.0,2.0,$84.00,400,4.84,4.88,4.8
19547838,https://www.airbnb.com/rooms/19547838,1.0,1.0,$82.00,399,4.89,4.89,4.8
19567402,https://www.airbnb.com/rooms/19567402,1.0,1.0,$101.00,453,4.76,4.8,4.71
19572818,https://www.airbnb.com/rooms/19572818,2.0,2.0,$50.00,36,4.75,4.81,4.78
19638094,https://www.airbnb.com/rooms/19638094,3.0,4.0,$300.00,2,5.0,5.0,5.0
19643938,https://www.airbnb.com/rooms/19643938,1.0,1.0,$75.00,8,4.86,5.0,4.86
19662891,https://www.airbnb.com/rooms/19662891,1.0,1.0,$95.00,378,4.98,4.97,4.92
19673502,https://www.airbnb.com/rooms/19673502,1.0,2.0,$85.00,1,5.0,5.0,5.0
19673568,https://www.airbnb.com/rooms/19673568,1.0,1.0,$48.00,0,,,
19695459,https://www.airbnb.com/rooms/19695459,1.0,1.0,$110.00,384,4.94,4.97,4.89
19712479,https://www.airbnb.com/rooms/19712479,2.0,2.0,$187.00,148,4.89,4.93,4.86
19715902,https://www.airbnb.com/rooms/19715902,,2.0,$45.00,0,,,
19721357,https://www.airbnb.com/rooms/19721357,1.0,2.0,$125.00,82,5.0,5.0,4.96
19758042,https://www.airbnb.com/rooms/19758042,1.0,1.0,$91.00,3,4.67,5.0,4.67
19766891,https://www.airbnb.com/rooms/19766891,4.0,5.0,$241.00,262,4.88,4.94,4.88
19789358,https://www.airbnb.com/rooms/19789358,1.0,1.0,$43.00,716,4.89,4.96,4.93
19805452,https://www.airbnb.com/rooms/19805452,1.0,1.0,$55.00,24,4.88,5.0,4.79
19806310,https://www.airbnb.com/rooms/19806310,2.0,3.0,$130.00,6,4.67,4.67,4.67
19808908,https://www.airbnb.com/rooms/19808908,3.0,3.0,$142.00,58,4.86,4.88,4.91
19811107,https://www.airbnb.com/rooms/19811107,2.0,2.0,$176.00,85,5.0,4.95,4.95
19812421,https://www.airbnb.com/rooms/19812421,1.0,1.0,$55.00,24,5.0,5.0,5.0
19812784,https://www.airbnb.com/rooms/19812784,2.0,2.0,$536.00,32,4.97,5.0,4.78
19830957,https://www.airbnb.com/rooms/19830957,1.0,1.0,$99.00,1,5.0,5.0,5.0
19839786,https://www.airbnb.com/rooms/19839786,3.0,2.0,$225.00,2,5.0,5.0,5.0
19840017,https://www.airbnb.com/rooms/19840017,6.0,8.0,$584.00,65,4.82,4.9,4.76
19840061,https://www.airbnb.com/rooms/19840061,5.0,9.0,$648.00,31,4.32,4.52,4.26
19840835,https://www.airbnb.com/rooms/19840835,,1.0,$5.00,1,5.0,5.0,5.0
19843334,https://www.airbnb.com/rooms/19843334,4.0,5.0,$1134.00,6,5.0,5.0,4.5
19857723,https://www.airbnb.com/rooms/19857723,1.0,1.0,$120.00,3,4.33,4.33,4.33
19861351,https://www.airbnb.com/rooms/19861351,5.0,7.0,$585.00,49,4.61,4.63,4.55
19863514,https://www.airbnb.com/rooms/19863514,3.0,7.0,$204.00,225,4.8,4.82,4.79
19875868,https://www.airbnb.com/rooms/19875868,1.0,1.0,$151.00,379,4.83,4.94,4.8
19876395,https://www.airbnb.com/rooms/19876395,1.0,2.0,$67.00,1,4.0,5.0,5.0
19892163,https://www.airbnb.com/rooms/19892163,1.0,1.0,$150.00,27,4.56,4.63,4.48
19892325,https://www.airbnb.com/rooms/19892325,2.0,4.0,$275.00,341,4.95,4.94,4.94
19908226,https://www.airbnb.com/rooms/19908226,1.0,1.0,$100.00,16,4.88,5.0,4.69
19933906,https://www.airbnb.com/rooms/19933906,2.0,2.0,$176.00,4,5.0,5.0,4.75
19948877,https://www.airbnb.com/rooms/19948877,1.0,1.0,$41.00,254,4.48,4.63,4.67
19950968,https://www.airbnb.com/rooms/19950968,3.0,3.0,$150.00,1,5.0,5.0,5.0
19952574,https://www.airbnb.com/rooms/19952574,1.0,1.0,$32.00,16,5.0,4.94,5.0
19953348,https://www.airbnb.com/rooms/19953348,1.0,1.0,$40.00,0,,,
19966750,https://www.airbnb.com/rooms/19966750,1.0,1.0,$100.00,7,5.0,5.0,5.0
19983675,https://www.airbnb.com/rooms/19983675,2.0,3.0,$171.00,32,4.66,4.91,4.66
19994783,https://www.airbnb.com/rooms/19994783,1.0,1.0,$106.00,213,4.97,4.98,4.92
20002168,https://www.airbnb.com/rooms/20002168,1.0,1.0,$27.00,4,5.0,4.75,5.0
20010784,https://www.airbnb.com/rooms/20010784,2.0,4.0,$120.00,8,5.0,5.0,5.0
20016920,https://www.airbnb.com/rooms/20016920,1.0,1.0,$219.00,70,4.69,4.86,4.74
20017883,https://www.airbnb.com/rooms/20017883,2.0,2.0,$136.00,85,4.95,4.95,4.78
20027618,https://www.airbnb.com/rooms/20027618,1.0,1.0,$25.00,10,4.8,5.0,4.9
20027827,https://www.airbnb.com/rooms/20027827,5.0,10.0,$1034.00,155,4.96,4.99,4.82
20030072,https://www.airbnb.com/rooms/20030072,2.0,3.0,$254.00,341,4.98,4.99,4.92
20033689,https://www.airbnb.com/rooms/20033689,2.0,3.0,$216.00,151,4.77,4.85,4.8
20036438,https://www.airbnb.com/rooms/20036438,1.0,1.0,$42.00,354,4.78,4.9,4.82
20036674,https://www.airbnb.com/rooms/20036674,1.0,1.0,$71.00,296,4.78,4.88,4.81
20069591,https://www.airbnb.com/rooms/20069591,,1.0,$92.00,586,4.98,4.98,4.95
20075196,https://www.airbnb.com/rooms/20075196,1.0,1.0,$37.00,7,5.0,5.0,5.0
20095230,https://www.airbnb.com/rooms/20095230,,2.0,$87.00,185,4.7,4.76,4.66
20122299,https://www.airbnb.com/rooms/20122299,1.0,1.0,$120.00,361,4.96,4.98,4.87
20147722,https://www.airbnb.com/rooms/20147722,3.0,3.0,$186.00,6,4.4,4.6,4.0
20148978,https://www.airbnb.com/rooms/20148978,3.0,4.0,$499.00,8,5.0,5.0,4.88
20150256,https://www.airbnb.com/rooms/20150256,1.0,1.0,$248.00,146,4.95,4.97,4.93
20150958,https://www.airbnb.com/rooms/20150958,1.0,1.0,$39.00,114,4.87,4.92,4.91
20153781,https://www.airbnb.com/rooms/20153781,3.0,5.0,$450.00,16,5.0,4.94,5.0
20171877,https://www.airbnb.com/rooms/20171877,5.0,15.0,$1342.00,145,4.56,4.68,4.64
20172684,https://www.airbnb.com/rooms/20172684,3.0,3.0,$400.00,31,4.87,5.0,4.6
20191081,https://www.airbnb.com/rooms/20191081,1.0,1.0,$95.00,18,4.94,4.89,4.94
20191407,https://www.airbnb.com/rooms/20191407,1.0,1.0,$44.00,1,5.0,5.0,5.0
20194856,https://www.airbnb.com/rooms/20194856,1.0,2.0,$112.00,420,4.96,4.97,4.89
20196659,https://www.airbnb.com/rooms/20196659,1.0,1.0,$79.00,6,5.0,5.0,4.8
20220399,https://www.airbnb.com/rooms/20220399,3.0,3.0,$289.00,76,4.69,4.84,4.75
20236055,https://www.airbnb.com/rooms/20236055,1.0,1.0,$62.00,16,4.67,4.73,4.6
20242699,https://www.airbnb.com/rooms/20242699,1.0,2.0,$214.00,1,5.0,5.0,5.0
20264669,https://www.airbnb.com/rooms/20264669,2.0,3.0,$210.00,210,4.61,4.73,4.67
20265582,https://www.airbnb.com/rooms/20265582,5.0,5.0,$246.00,222,4.86,4.77,4.77
20267177,https://www.airbnb.com/rooms/20267177,2.0,3.0,$127.00,297,4.61,4.74,4.64
20267588,https://www.airbnb.com/rooms/20267588,1.0,2.0,$123.00,306,4.36,4.53,4.44
20269925,https://www.airbnb.com/rooms/20269925,3.0,3.0,$800.00,10,5.0,5.0,5.0
20281822,https://www.airbnb.com/rooms/20281822,2.0,2.0,$270.00,95,4.95,4.99,4.84
20295292,https://www.airbnb.com/rooms/20295292,1.0,1.0,$46.00,206,4.85,4.94,4.95
20303018,https://www.airbnb.com/rooms/20303018,1.0,1.0,$56.00,32,4.91,4.91,4.88
20306290,https://www.airbnb.com/rooms/20306290,1.0,1.0,$101.00,123,4.91,4.93,4.91
20309638,https://www.airbnb.com/rooms/20309638,,1.0,$171.00,152,4.94,4.93,4.8
20309723,https://www.airbnb.com/rooms/20309723,3.0,3.0,$45.00,1,0.0,,
20319737,https://www.airbnb.com/rooms/20319737,3.0,3.0,$331.00,43,4.65,4.77,4.58
20330016,https://www.airbnb.com/rooms/20330016,1.0,1.0,$218.00,1,4.0,3.0,5.0
20330686,https://www.airbnb.com/rooms/20330686,1.0,1.0,$38.00,21,4.86,5.0,4.75
20351755,https://www.airbnb.com/rooms/20351755,3.0,5.0,$273.00,132,4.92,4.97,4.92
20363722,https://www.airbnb.com/rooms/20363722,1.0,1.0,$81.00,191,4.91,4.92,4.87
20390354,https://www.airbnb.com/rooms/20390354,5.0,10.0,$565.00,7,4.43,4.29,4.14
20394484,https://www.airbnb.com/rooms/20394484,3.0,8.0,$531.00,111,4.66,4.64,4.62
20396222,https://www.airbnb.com/rooms/20396222,3.0,3.0,$249.00,8,5.0,5.0,4.75
20401401,https://www.airbnb.com/rooms/20401401,1.0,2.0,$158.00,1,5.0,5.0,5.0
20406990,https://www.airbnb.com/rooms/20406990,2.0,2.0,$170.00,33,4.91,4.85,4.94
20422059,https://www.airbnb.com/rooms/20422059,1.0,1.0,$27.00,11,4.73,4.73,4.73
20422907,https://www.airbnb.com/rooms/20422907,1.0,1.0,$87.00,116,5.0,5.0,4.99
20424715,https://www.airbnb.com/rooms/20424715,3.0,3.0,$100.00,42,4.83,4.95,4.8
20424830,https://www.airbnb.com/rooms/20424830,1.0,1.0,$157.00,78,5.0,5.0,4.97
20425149,https://www.airbnb.com/rooms/20425149,,2.0,$102.00,288,4.73,4.85,4.72
20436989,https://www.airbnb.com/rooms/20436989,2.0,2.0,$191.00,79,4.94,4.99,4.94
20439382,https://www.airbnb.com/rooms/20439382,1.0,1.0,$19.00,14,4.86,5.0,4.93
20442917,https://www.airbnb.com/rooms/20442917,1.0,1.0,$35.00,2,4.5,4.0,4.5
20455620,https://www.airbnb.com/rooms/20455620,1.0,1.0,$99.00,46,4.96,4.98,4.93
20458467,https://www.airbnb.com/rooms/20458467,4.0,8.0,$1200.00,34,4.88,4.91,4.65
20460741,https://www.airbnb.com/rooms/20460741,1.0,2.0,$165.00,58,4.86,4.97,4.78
20479089,https://www.airbnb.com/rooms/20479089,2.0,2.0,$170.00,129,4.95,4.96,4.87
20479515,https://www.airbnb.com/rooms/20479515,3.0,5.0,$175.00,10,5.0,5.0,4.78
20482650,https://www.airbnb.com/rooms/20482650,1.0,1.0,$104.00,109,4.97,4.98,4.99
20523873,https://www.airbnb.com/rooms/20523873,,1.0,$107.00,127,4.82,4.79,4.77
20533900,https://www.airbnb.com/rooms/20533900,3.0,3.0,$556.00,6,5.0,5.0,5.0
20535893,https://www.airbnb.com/rooms/20535893,1.0,1.0,$379.00,0,,,
20537657,https://www.airbnb.com/rooms/20537657,2.0,2.0,$275.00,33,4.91,4.97,4.88
20538021,https://www.airbnb.com/rooms/20538021,2.0,3.0,$355.00,11,4.64,4.82,4.64
20541331,https://www.airbnb.com/rooms/20541331,1.0,1.0,$130.00,2,5.0,5.0,5.0
20582886,https://www.airbnb.com/rooms/20582886,3.0,3.0,$1200.00,1,5.0,5.0,4.0
20587024,https://www.airbnb.com/rooms/20587024,2.0,2.0,$242.00,88,4.92,4.95,4.83
20602342,https://www.airbnb.com/rooms/20602342,1.0,1.0,$93.00,59,4.84,4.9,4.72
20607756,https://www.airbnb.com/rooms/20607756,1.0,1.0,$39.00,51,4.86,4.92,4.86
20624065,https://www.airbnb.com/rooms/20624065,1.0,1.0,$119.00,15,5.0,4.93,4.73
20639274,https://www.airbnb.com/rooms/20639274,1.0,1.0,$83.00,6,4.67,4.83,4.5
20639661,https://www.airbnb.com/rooms/20639661,1.0,1.0,$94.00,0,,,
20640978,https://www.airbnb.com/rooms/20640978,1.0,1.0,$102.00,2,5.0,5.0,5.0
20641339,https://www.airbnb.com/rooms/20641339,2.0,2.0,$287.00,281,4.87,4.87,4.83
20646806,https://www.airbnb.com/rooms/20646806,2.0,3.0,$34.00,1,5.0,5.0,5.0
20647325,https://www.airbnb.com/rooms/20647325,1.0,1.0,$10.00,1,5.0,5.0,5.0
20649277,https://www.airbnb.com/rooms/20649277,1.0,1.0,$181.00,59,4.9,4.9,4.86
20650208,https://www.airbnb.com/rooms/20650208,1.0,1.0,$152.00,104,4.96,5.0,4.95
20652492,https://www.airbnb.com/rooms/20652492,4.0,6.0,$288.00,18,4.83,4.83,4.78
20654452,https://www.airbnb.com/rooms/20654452,1.0,1.0,$171.00,47,4.79,4.7,4.68
20654455,https://www.airbnb.com/rooms/20654455,1.0,1.0,$49.00,251,4.93,4.94,4.91
20666269,https://www.airbnb.com/rooms/20666269,1.0,2.0,$1000.00,0,,,
20674436,https://www.airbnb.com/rooms/20674436,2.0,3.0,$1.00,2,5.0,5.0,5.0
20676722,https://www.airbnb.com/rooms/20676722,2.0,2.0,$144.00,3,4.67,4.33,4.67
20677979,https://www.airbnb.com/rooms/20677979,3.0,3.0,$1114.00,34,4.97,5.0,4.9
20679507,https://www.airbnb.com/rooms/20679507,8.0,13.0,$1499.00,3,5.0,4.67,4.67
20689504,https://www.airbnb.com/rooms/20689504,1.0,1.0,$130.00,4,5.0,5.0,5.0
20690298,https://www.airbnb.com/rooms/20690298,1.0,1.0,$30.00,0,,,
20691399,https://www.airbnb.com/rooms/20691399,1.0,1.0,$10.00,0,,,
20691663,https://www.airbnb.com/rooms/20691663,1.0,1.0,$58.00,0,,,
20693118,https://www.airbnb.com/rooms/20693118,1.0,1.0,$121.00,140,4.98,4.96,4.94
20703219,https://www.airbnb.com/rooms/20703219,5.0,10.0,$534.00,113,4.82,4.85,4.7
20713150,https://www.airbnb.com/rooms/20713150,1.0,1.0,$10.00,0,,,
20720130,https://www.airbnb.com/rooms/20720130,,3.0,$142.00,12,4.83,4.67,4.58
20725698,https://www.airbnb.com/rooms/20725698,1.0,1.0,$80.00,1,5.0,5.0,5.0
20729841,https://www.airbnb.com/rooms/20729841,2.0,5.0,$800.00,1,5.0,5.0,5.0
20730656,https://www.airbnb.com/rooms/20730656,,2.0,$125.00,113,4.97,4.99,4.93
20741660,https://www.airbnb.com/rooms/20741660,1.0,1.0,$580.00,0,,,
20743135,https://www.airbnb.com/rooms/20743135,,1.0,$38.00,7,4.43,5.0,4.86
20745881,https://www.airbnb.com/rooms/20745881,1.0,1.0,$200.00,0,,,
20747674,https://www.airbnb.com/rooms/20747674,2.0,2.0,$300.00,3,4.67,5.0,4.67
20760311,https://www.airbnb.com/rooms/20760311,3.0,5.0,$266.00,471,4.86,4.91,4.82
20764153,https://www.airbnb.com/rooms/20764153,2.0,2.0,$64.00,3,4.67,4.67,4.67
20771704,https://www.airbnb.com/rooms/20771704,1.0,1.0,$19.00,13,4.54,4.69,4.92
20784275,https://www.airbnb.com/rooms/20784275,3.0,3.0,$479.00,64,4.89,4.97,4.81
20786738,https://www.airbnb.com/rooms/20786738,,1.0,$148.00,443,4.85,4.92,4.81
20787958,https://www.airbnb.com/rooms/20787958,4.0,1.0,$175.00,1,5.0,5.0,5.0
20794343,https://www.airbnb.com/rooms/20794343,,2.0,$248.00,69,4.99,5.0,4.8
20800466,https://www.airbnb.com/rooms/20800466,3.0,3.0,$433.00,12,5.0,5.0,4.67
20801999,https://www.airbnb.com/rooms/20801999,1.0,2.0,$188.00,312,4.98,4.97,4.93
20814080,https://www.airbnb.com/rooms/20814080,1.0,1.0,$100.00,2,5.0,5.0,4.5
20817466,https://www.airbnb.com/rooms/20817466,1.0,1.0,$129.00,418,4.8,4.85,4.78
20826811,https://www.airbnb.com/rooms/20826811,1.0,1.0,$156.00,64,4.92,5.0,4.8
20829166,https://www.airbnb.com/rooms/20829166,3.0,3.0,$388.00,19,5.0,4.95,4.95
20834075,https://www.airbnb.com/rooms/20834075,4.0,5.0,$142.00,38,4.97,4.97,4.92
20847670,https://www.airbnb.com/rooms/20847670,1.0,1.0,$19.00,8,4.88,4.88,4.88
20849018,https://www.airbnb.com/rooms/20849018,2.0,2.0,$500.00,1,5.0,5.0,5.0
20850241,https://www.airbnb.com/rooms/20850241,1.0,1.0,$270.00,2,4.0,5.0,5.0
20871331,https://www.airbnb.com/rooms/20871331,3.0,3.0,$112.00,20,4.95,5.0,4.85
20871514,https://www.airbnb.com/rooms/20871514,1.0,2.0,$72.00,20,4.9,4.9,4.9
20872203,https://www.airbnb.com/rooms/20872203,1.0,1.0,$70.00,12,5.0,5.0,5.0
20874001,https://www.airbnb.com/rooms/20874001,2.0,2.0,$230.00,56,4.96,5.0,4.82
20882883,https://www.airbnb.com/rooms/20882883,,1.0,$164.00,87,4.94,4.98,4.83
20883334,https://www.airbnb.com/rooms/20883334,1.0,1.0,$44.00,5,4.2,5.0,5.0
20886470,https://www.airbnb.com/rooms/20886470,2.0,2.0,$233.00,78,4.99,4.99,4.9
20890370,https://www.airbnb.com/rooms/20890370,4.0,6.0,$795.00,20,4.8,4.8,4.75
20890372,https://www.airbnb.com/rooms/20890372,3.0,5.0,$117.00,4,5.0,5.0,4.75
20890377,https://www.airbnb.com/rooms/20890377,1.0,1.0,$156.00,10,4.6,4.6,4.3
20890392,https://www.airbnb.com/rooms/20890392,2.0,2.0,$536.00,1,5.0,5.0,5.0
20890395,https://www.airbnb.com/rooms/20890395,2.0,3.0,$318.00,11,4.73,4.91,4.55
20890503,https://www.airbnb.com/rooms/20890503,4.0,4.0,$795.00,67,4.87,4.7,4.81
20913527,https://www.airbnb.com/rooms/20913527,1.0,1.0,$126.00,140,4.97,4.96,4.93
20915676,https://www.airbnb.com/rooms/20915676,2.0,2.0,$265.00,0,,,
20929723,https://www.airbnb.com/rooms/20929723,4.0,3.0,$1622.00,67,4.93,4.94,4.58
20932451,https://www.airbnb.com/rooms/20932451,5.0,7.0,$1069.00,78,4.99,5.0,4.83
20932887,https://www.airbnb.com/rooms/20932887,1.0,1.0,$119.00,188,4.98,4.98,4.97
20933380,https://www.airbnb.com/rooms/20933380,1.0,1.0,$50.00,3,5.0,5.0,5.0
20935862,https://www.airbnb.com/rooms/20935862,2.0,2.0,$276.00,82,4.89,4.9,4.83
20943467,https://www.airbnb.com/rooms/20943467,1.0,1.0,$97.00,8,4.75,4.75,4.88
20945127,https://www.airbnb.com/rooms/20945127,1.0,1.0,$45.00,13,4.62,4.77,4.38
20947311,https://www.airbnb.com/rooms/20947311,3.0,3.0,$179.00,1,5.0,5.0,5.0
20950201,https://www.airbnb.com/rooms/20950201,2.0,2.0,$150.00,3,5.0,5.0,5.0
20956567,https://www.airbnb.com/rooms/20956567,1.0,1.0,$247.00,31,4.77,4.84,4.68
20957794,https://www.airbnb.com/rooms/20957794,4.0,4.0,$875.00,22,5.0,5.0,4.91
20969599,https://www.airbnb.com/rooms/20969599,1.0,1.0,$99.00,3,5.0,5.0,5.0
20969927,https://www.airbnb.com/rooms/20969927,3.0,4.0,$400.00,0,,,
20981521,https://www.airbnb.com/rooms/20981521,3.0,3.0,$850.00,8,5.0,5.0,4.88
20994703,https://www.airbnb.com/rooms/20994703,3.0,3.0,$293.00,29,4.83,4.9,4.76
20996306,https://www.airbnb.com/rooms/20996306,3.0,3.0,$176.00,12,4.92,4.92,4.92
20996418,https://www.airbnb.com/rooms/20996418,5.0,7.0,$677.00,87,4.69,4.69,4.63
20997951,https://www.airbnb.com/rooms/20997951,1.0,1.0,$250.00,6,5.0,5.0,5.0
